"","LID","License Number","License Type","Status","Licensee","Premises","Premises Address","Premises Mailing Address","Premises Owner","Premises Manager","County","Municipality","Last Issue Date","Expiration Date","lon","lat"
"73",48940,"R436","Restaurant (Liquor)","Active","2100 S 17TH ST, INC.","2100 S 17TH ST, INC.","2100 S 17TH ST, PHILADELPHIA PA 19145-3814","2100 S 17TH ST, PHILADELPHIA PA 19145-3814",NA,"QING LIU","Philadelphia County","Philadelphia City","Aug 22,2025","Oct 31,2026",-75.1748075,39.9249108
"74",127397,"R1185","Restaurant (Liquor)","Active","2100 J & D INC","2100 J & D INC","2100 S 19TH ST, PHILADELPHIA PA 19145-3601","2100 S 19TH ST, PHILADELPHIA PA 19145-3601","HOM TOCH","DANNY CHHAN SEK","Philadelphia County","Philadelphia City","Jan 8,2026","Oct 31,2026",-75.1779008,39.9253171
"75",49875,"R4216","Restaurant (Liquor)","Active","MICHAEL'S FAMILY RESTAURANT VII, INC.","TIFFANY DINER","9010 ROOSEVELT BLVD, PHILADELPHIA PA 19115-4909","9010 ROOSEVELT BLVD, PHILADELPHIA PA 19115-4909",NA,"MARIA M LYRONI","Philadelphia County","Philadelphia City","Nov 5,2025","Oct 31,2026",-75.0361529,40.0740183
"76",66411,"R62","Restaurant (Liquor)","Active","1909 TRUE INC","1909 TRUE INC","1909 E PASSYUNK AVE, PHILADELPHIA PA 19148-2220","1909 E PASSYUNK AVE, PHILADELPHIA PA 19148-2220",NA,"DONNAMARIE DECOTIIS","Philadelphia County","Philadelphia City","Oct 31,2025","Oct 31,2026",-75.1674136,39.9263078
"77",9696,"R936","Restaurant (Liquor)","Active","THE POINT AFTER, INC.","THE POINT AFTER","4250 FRANKFORD AVE, PHILADELPHIA PA 19124-4521","4250 FRANKFORD AVE, PHILADELPHIA PA 19124-4521","JAMES JACKSON","ANNA GUMPPER","Philadelphia County","Philadelphia City","Sep 2,2025","Oct 31,2026",-75.0895739,40.0100209
"78",129240,"R8338","Restaurant (Liquor)","Active","FIFTY FIFTY LLC","FIFTY FIFTY LLC","3675 MARKET ST STE 101, PHILADELPHIA PA 19104-2897","1731 LOMBARD ST, PHILADELPHIA PA 19146","WEXFORD-SCEC  3675 MARKET STREET LLC","JAMES E SMITH JR","Philadelphia County","Philadelphia City","Feb 10,2026","Oct 31,2026",-75.1950287,39.9561126
"79",72758,"R6604","Restaurant (Liquor)","Active","TOWN LAYING THERE LLC","TOWN LAYING THERE LLC","1901 S 9TH ST FL 8, PHILADELPHIA PA 19148-2366","1315 WALNUT ST STE 1002, PHILADELPHIA PA 19107-4721",NA,"IAN T KINGSBERY","Philadelphia County","Philadelphia City","Mar 25,2026","Oct 31,2026",-75.160085,39.925217
"80",113330,"R456","Restaurant (Liquor)","Active","ZORBA'S TAVERNA INC","ZORBA'S TAVERN","2228-2230 FAIRMOUNT AVE, PHILADELPHIA PA 19130","2228-2230 FAIRMOUNT AVE, PHILADELPHIA PA 19130","A DIAKOS, LLC","MARIA I KRAVVARITIS","Philadelphia County","Philadelphia City","Sep 19,2025","Oct 31,2026",-75.1748381,39.9671617
"81",72610,"R9013","Restaurant (Liquor)","Active","JDF PARTNERS LLC","JDF PARTNERS LLC","745-747 N 25TH ST, PHILADELPHIA PA 19130-2435","325 CHESTNUT ST STE 713, PHILADELPHIA PA 19106-2607",NA,"NEIL E MCKERNAN","Philadelphia County","Philadelphia City","Jun 11,2026","Oct 31,2026",-75.1782059,39.9687409
"82",121030,"R9549","Restaurant (Liquor)","Active","STOTIME INC","GOOD GOOD THINGS","11 S 21ST ST, PHILADELPHIA PA 19103-3149","11 S 21ST ST, PHILADELPHIA PA 19103-3149","DIMOPOULOS REALTY LP","DANIEL J SIMNOR","Philadelphia County","Philadelphia City","Nov 12,2025","Oct 31,2026",-75.1749721,39.9530836
"83",91278,"R1502","Restaurant (Liquor)","Active","RYE BRIDGE LICENSE LLC","726 N. 24TH ST. ASSOCIATES, INC.","726 N 24TH ST, PHILADELPHIA PA 19130-2535","726 N 24TH ST, PHILADELPHIA PA 19130-2535","RYE BRIDGE LICENSE LLC","JOHN N PUND","Philadelphia County","Philadelphia City","Jan 6,2026","Oct 31,2026",-75.176978,39.9684842
"84",66005,"R22","Restaurant (Liquor)","Active","SNYDER SUPERMARKET INC","KIM'S HOUSE","2704 SNYDER AVE, PHILADELPHIA PA 19145-2521","2704 SNYDER AVE, PHILADELPHIA PA 19145-2521",NA,"RAMON PEREZ","Philadelphia County","Philadelphia City","Aug 21,2025","Oct 31,2026",-75.191095,39.926846
"85",72806,"R13543","Restaurant (Liquor)","Active","BROWNS MONUMENT LLC","BROWNS MONUMENT LLC","4160 MONUMENT RD, PHILADELPHIA PA 19131-1726","15950 N DALLAS PKY STE 400, DALLAS TX 75248",NA,"JEFFREY R KARBOW","Philadelphia County","Philadelphia City","Sep 3,2025","Oct 31,2026",-75.2135771,40.0026931
"86",96985,"R7359","Restaurant (Liquor)","Active","CITY WINERY PHILADELPHIA LLC","CITY WINERY","907-37 MARKET ST  SPACE C085, PHILADELPHIA PA 19107","155 VARICK  ST, NEW YORK NY 10013","PR 907 MARKET LP","THEODORE RIDINGS","Philadelphia County","Philadelphia City","Aug 21,2025","Oct 31,2026",-75.1560485,39.9519679
"87",108118,"R1294","Restaurant (Liquor)","Active","TOPGOLF USA NEP LLC","TOPGOLF","2140 BYBERRY RD, PHILADELPHIA PA 19116","2140 BYBERRY RD, PHILADELPHIA PA 19116","PA PHILADELPHIA ROOSEVELT LLC","JAMIE L YABUT","Philadelphia County","Philadelphia City","Jul 15,2025","Oct 31,2026",-75.0031518,40.1064948
"88",31869,"R3472","Restaurant (Liquor)","Active","PYRAMID CLUB MANAGEMENT, LLC","PYRAMID CLUB MANAGEMENT, LLC","1735 MARKET ST 52ND FL, PHILADELPHIA PA 19103","ATTN: Legal Dept  5221 North O'Connor Blvd., Suite 300     , Irving TX 75039-3786",NA,"CALEB P GIBSON","Philadelphia County","Philadelphia City","Jul 8,2025","Oct 31,2026",-75.1690842,39.9535568
"89",11681,"R5043","Restaurant (Liquor)","Active","CHERRY ST TAVERN INC","CHERRY ST TAVERN INC","129 N 22ND ST, PHILADELPHIA PA 19103-1021","129 N 22ND ST, PHILADELPHIA PA 19103-1021",NA,"WILLIAM LOUGHERY","Philadelphia County","Philadelphia City","Sep 2,2025","Oct 31,2026",-75.1758253,39.9570208
"90",62205,"R1579","Restaurant (Liquor)","Active","C & T INC","C & T INC","2150 N 20TH ST, PHILADELPHIA PA 19121-1518","2150 N 20TH ST, PHILADELPHIA PA 19121-1518",NA,"AMIN BRITO","Philadelphia County","Philadelphia City","Nov 25,2025","Oct 31,2026",-75.1659742,39.9874562
"91",120780,"R11940","Restaurant (Liquor)","Active","BAR & GRILL TAMALEX LLC","BAR & GRILL TAMALEX LLC","123 NAUDAIN ST & 122 LOMBARD ST, PHILADELPHIA PA 19147-1602","123 NAUDAIN ST & 122 LOMBARD ST, PHILADELPHIA PA 19147-1602","TAKAO  & MADAME SAITO","DAVID   PINA APARICIO","Philadelphia County","Philadelphia City","Oct 7,2025","Oct 31,2026",-75.1449444,39.9418365
"92",132818,"R3657","Restaurant (Liquor)","Active","ARAMARK SPORTS AND ENTERTAINMENT SERVICES LLC","DILWORTH PARK CAFE","1 S 15TH ST, PHILADELPHIA PA 19102","1 S 15TH ST, PHILADELPHIA PA 19102","CITY OF PHILADELPHIA","JARED S TAKACS","Philadelphia County","Philadelphia City","Mar 26,2026","Oct 31,2026",-75.1645613,39.9527439
"93",72285,"R88","Restaurant (Liquor)","Active","1500 BRASSERIE LLC","1500 BRASSERIE LLC","1500 LOCUST ST STE 4, PHILADELPHIA PA 19102-4329","1500 LOCUST ST STE 4, PHILADELPHIA PA 19102-4329",NA,"MARIA SOURIAS","Philadelphia County","Philadelphia City","Jun 17,2026","Oct 31,2026",-75.1668916,39.9483799
"94",104647,"R11317","Restaurant (Liquor)","Active","MOUYHENG CORP","MOUYHENG CORP","7365 ELMWOOD AVE, PHILADELPHIA PA 19153-1425","7365 ELMWOOD AVE, PHILADELPHIA PA 19153-1425","SOK LYHOUR","SAMKHAN TOUCH","Philadelphia County","Philadelphia City","Jul 22,2025","Oct 31,2026",-75.2439267,39.9130526
"95",48951,"R3500","Restaurant (Liquor)","Active","196 NEDRO, INC.","196 NEDRO, INC.","196-198 W NEDRO ST, PHILADELPHIA PA 19120-2450","196-198 W NEDRO ST, PHILADELPHIA PA 19120-2450",NA,"CHHAI SIM","Philadelphia County","Philadelphia City","Jul 9,2025","Oct 31,2026",-75.1239656,40.0401742
"96",128339,"R9143","Restaurant (Liquor)","Active","7026 SMV CORP","7026 SMV CORP","7026 FRANKFORD AVE, PHILADELPHIA PA 19135-1606","7026 FRANKFORD AVE, PHILADELPHIA PA 19135-1606","THOMAS J VASSALOTTI","AMY M PICCIOTTI","Philadelphia County","Philadelphia City","Oct 23,2025","Oct 31,2026",-75.0461318,40.0342263
"97",106544,"R9103","Restaurant (Liquor)","Active","SAMY EDDY LLC","SAMY EDDY LLC","5437 N LAWRENCE ST, PHILADELPHIA PA 19120-2803","5437 N LAWRENCE ST, PHILADELPHIA PA 19120-2803","LIZCOFFEBAR LLC","SANDRA M VALDIVIEZO-GAVILA","Philadelphia County","Philadelphia City","Aug 21,2025","Oct 31,2026",-75.1298023,40.0342694
"98",71560,"R13502","Restaurant (Liquor)","Active","5345 WYALUSING INC","5345 WYALUSING INC","5345 WYALUSING AVE, PHILADELPHIA PA 19131-5018","5345 WYALUSING AVE, PHILADELPHIA PA 19131-5018",NA,"CHERICE L HANNAH","Philadelphia County","Philadelphia City","Sep 30,2025","Oct 31,2026",-75.2282981,39.9694209
"99",16181,"R13524","Restaurant (Liquor)","Active","M-I CASBAH, INC.","M-I CASBAH, INC.","3461-65 EAST THOMPSON ST, PHILADELPHIA PA 19134","3461-65 EAST THOMPSON ST, PHILADELPHIA PA 19134",NA,"IRENE SMOLIJ","Philadelphia County","Philadelphia City","Aug 19,2025","Oct 31,2026",-75.0965605,39.9877997
"100",60898,"R1601","Restaurant (Liquor)","Active","MAXIMUM LEVEL INC","MAXIMUM LEVEL LOUNGE","5118 SANSOM ST, PHILADELPHIA PA 19139-3434","5118 SANSOM ST, PHILADELPHIA PA 19139-3434",NA,"KALENA WILLIAMS","Philadelphia County","Philadelphia City","Jul 7,2025","Oct 31,2026",-75.2239657,39.957335
"101",52811,"R4609","Restaurant (Liquor)","Active","SEVEN MOUNTAINTOP, INC.","SEVEN MOUNTAINTOP, INC.","720-724 ARCH ST, PHILADELPHIA PA 19106-1512","720-724 ARCH ST, PHILADELPHIA PA 19106-1512",NA,"MARLENE CLARK","Philadelphia County","Philadelphia City","Jul 15,2025","Oct 31,2026",-75.1524986,39.9526239
"102",13613,"R9133","Restaurant (Liquor)","Active","WATUSI, INC.","WATUSI, INC.","4600 WALNUT ST BSMT, PHILADELPHIA PA 19139-4506","4600 WALNUT ST BSMT, PHILADELPHIA PA 19139-4506",NA,"RAMONA LOVETTE","Philadelphia County","Philadelphia City","Oct 16,2025","Oct 31,2026",-75.2138555,39.9552959
"103",49412,"R6755","Restaurant (Liquor)","Active","LEGEND RIVIERA LOUNGE, INC.","LEGEND RIVIERA LOUNGE, INC.","4201-4203 N 8TH ST, PHILADELPHIA PA 19140-2212","4201-4203 N 8TH ST, PHILADELPHIA PA 19140-2212",NA,"JOSE D PEREZ","Philadelphia County","Philadelphia City","Feb 27,2026","Oct 31,2026",-75.1398984,40.0158038
"104",120704,"R1225","Restaurant (Liquor)","Active","RAMZE 4002 INC","RAMZE 4002 INC","4002 W GIRARD AVE, PHILADELPHIA PA 19104-1032","4002 W GIRARD AVE, PHILADELPHIA PA 19104-1032","4002 GIRARD ENTERPRISES LLC","AAPRIA JAMISE JOYANNA AKERS","Philadelphia County","Philadelphia City","Nov 7,2025","Oct 31,2026",-75.2045423,39.9738595
"105",130855,"R15555","Restaurant (Liquor)","Active","TM709 LLC","RHAWN PUB","2420 RHAWN ST, PHILADELPHIA PA 19152-3326","2420 RHAWN ST, PHILADELPHIA PA 19152-3326","MICHAEL J MCLAUGHLIN","THERESA MCLAUGHLIN","Philadelphia County","Philadelphia City","Oct 31,2025","Oct 31,2026",-75.0477952,40.0569518
"106",130157,"R3109","Restaurant (Liquor)","Active","EAST SERGEANT LLC","EAST SERGEANT LLC","2532 CORAL ST, PHILADELPHIA PA 19125","2532 CORAL ST, PHILADELPHIA PA 19125","PULASKI ST LLC","MATTHEW P KUZIEMSKI","Philadelphia County","Philadelphia City","Feb 2,2026","Oct 31,2026",-75.1260704,39.985271
"107",28462,"R4583","Restaurant (Liquor)","Active","NICKELS TAVERN INC.","NICKELS TAVERN","2653-55 S 2ND ST, PHILADELPHIA PA 19148","2653-55 S 2ND ST, PHILADELPHIA PA 19148","JAMES NICKELS","JAMES NICKELS","Philadelphia County","Philadelphia City","Sep 15,2025","Oct 31,2026",-75.1513229,39.914454
"108",56253,"R15515","Restaurant (Liquor)","Active","FLAVOR SAVER INC","FLAVOR SAVER INC","425-449 SPRING GARDEN ST, PHILADELPHIA PA 19123-2825","425-449 SPRING GARDEN ST, PHILADELPHIA PA 19123-2825",NA,"THOMAS BEE","Philadelphia County","Philadelphia City","Jul 11,2025","Oct 31,2026",-75.1460521,39.9613421
"109",99325,"R11844","Restaurant (Liquor)","Active","THE GIANT COMPANY LLC","THE GIANT COMPANY LLC","1004 N 2ND ST, PHILADELPHIA PA 19106","1004 N 2ND ST, PHILADELPHIA PA 19106","1002 OWNER LP","CARLA THOMAS","Philadelphia County","Philadelphia City","May 27,2026","Oct 31,2026",-75.140376,39.9664914
"110",16232,"R13603","Restaurant (Liquor)","Active","W & S LIN, INC.","W & S LIN, INC.","ROXBORO MARKET SQ SHOPPING CENTER STORES 15 & 16  8919 RIDGE AVE, PHILADELPHIA PA 19128","ROXBORO MARKET SQ SHOPPING CENTER STORES 15 & 16  8919 RIDGE AVE, PHILADELPHIA PA 19128",NA,"HUI XIE","Philadelphia County","Philadelphia City","Aug 18,2025","Oct 31,2026",-78.982788,36.3937519
"111",106839,"R15626","Restaurant (Liquor)","Active","SPIRO BROTHERS LLC","BILLINI","220 S 16TH ST, PHILADELPHIA PA 19102-3305","220 S 16TH ST, PHILADELPHIA PA 19102-3305","220 SOUTH 16TH STREET PARTNERS LP","KRISTI SPIRO","Philadelphia County","Philadelphia City","Jul 8,2025","Oct 31,2026",-75.1678993,39.9490852
"112",63096,"R1649","Restaurant (Liquor)","Active","BIG CITY RESTAURANT GROUP LP","BIG CITY RESTAURANT GROUP LP","2013 CHESTNUT ST, PHILADELPHIA PA 19103-3307","2013 CHESTNUT ST, PHILADELPHIA PA 19103-3307",NA,"ANTHONY E KELLEY, JR.","Philadelphia County","Philadelphia City","May 5,2026","Oct 31,2026",-75.1740243,39.9522523
"113",53140,"R2837","Restaurant (Liquor)","Active","3002 FOX DELI, INC.","3002 FOX DELI, INC.","3002 N 22ND ST, PHILADELPHIA PA 19132-1501","3002 N 22ND ST, PHILADELPHIA PA 19132-1501",NA,"CHUNG LO","Philadelphia County","Philadelphia City","Jul 28,2025","Oct 31,2026",-75.1667543,40.0003837
"114",65760,"R2188","Restaurant (Liquor)","Active","ANNA & NICK INC","ANNA & NICK INC","6041 RISING SUN AVE, PHILADELPHIA PA 19111-6008","6041 RISING SUN AVE, PHILADELPHIA PA 19111-6008",NA,"CHAMNAN LIM","Philadelphia County","Philadelphia City","Aug 8,2025","Oct 31,2026",-75.0994509,40.0458865
"115",49465,"R4687","Restaurant (Liquor)","Active","1858 WAKELING, INC.","DONNY BROOK","2749 SNYDER AVE, PHILADELPHIA PA 19145-2527","2301 E CUMBERLAND ST, PHILADELPHIA PA 19125-2205",NA,"MICHAEL COSKEY","Philadelphia County","Philadelphia City","Jul 31,2025","Oct 31,2026",-75.1923842,39.9275312
"116",11497,"R4582","Restaurant (Liquor)","Active","RALPH'S RESTAURANT, INC.","RALPH'S RESTAURANT, INC.","760 S 9TH ST, PHILADELPHIA PA 19147-2837","760 S 9TH ST, PHILADELPHIA PA 19147-2837",NA,"JAMES E RUBINO JR","Philadelphia County","Philadelphia City","Apr 16,2026","Oct 31,2026",-75.1578498,39.9400679
"117",61577,"R6790","Restaurant (Liquor)","Active","VIETNAM CAFE INC","VIETNAM CAFE INC","816 S 47TH ST #820, PHILADELPHIA PA 19143-3613","816 S 47TH ST #820, PHILADELPHIA PA 19143-3613",NA,"TINA LAI","Philadelphia County","Philadelphia City","Jul 8,2025","Oct 31,2026",-75.2169795,39.9481095
"118",72471,"R6830","Restaurant (Liquor)","Active","201 J LEE INC","201 J LEE INC","201-203 W WESTMORELAND ST, PHILADELPHIA PA 19140-5741","201-203 W WESTMORELAND ST, PHILADELPHIA PA 19140-5741",NA,"MENG LEE","Philadelphia County","Philadelphia City","Sep 2,2025","Oct 31,2026",-75.133079,40.0008092
"119",109552,"R6878","Restaurant (Liquor)","Active","1308 RESTAURANT PARTNERS INC","MONA","1308-10 CHESTNUT ST, PHILADELPHIA PA 19107","1308-10 CHESTNUT ST, PHILADELPHIA PA 19107","CHESTNUT ASSOCIATES","ISABEL M ROSENBERG","Philadelphia County","Philadelphia City","Jun 12,2026","Oct 31,2026",-75.162267,39.9503966
"120",101393,"R6486","Restaurant (Liquor)","Active","12TH STREET RESTAURANT ASSOCIATES INC","12TH STREET RESTAURANT ASSOCIATES INC","114 S 12TH ST, PHILADELPHIA PA 19107-4804","114 S 12TH ST, PHILADELPHIA PA 19107-4804","114 S 12TH STREET LLC","CHRISTOS TSOUKALOS","Philadelphia County","Philadelphia City","Jun 12,2026","Oct 31,2026",-75.1605614,39.9498652
"121",100686,"R45690","Restaurant (Liquor)","Active","WAWA INC","WAWA","9101 FRANKFORD AVE, PHILADELPHIA PA 19114-2854","260 W BALTIMORE PIKE, WAWA PA 19063-5620","PROVCO PINEGOOD FRANKADEMY LLC","AMANDA L GRACE","Philadelphia County","Philadelphia City","Aug 7,2025","Oct 31,2026",-75.0068214,40.0526078
"122",48240,"R13889","Restaurant (Liquor)","Active","MCCORMICK & SCHMICK RESTAURANT CORP","MCCORMICK & SCHMICK'S SEAFOOD REST","ONE S BROAD ST, PHILADELPHIA PA 19107","ONE S BROAD ST, PHILADELPHIA PA 19107",NA,"JENNIFER S BUCCI","Philadelphia County","Philadelphia City","Jul 31,2025","Oct 31,2026",-75.1634546,39.9512363
"123",97475,"R3012","Restaurant (Liquor)","Active","MOUNT AIRY RESTAURANTS LLC","MOUNT AIRY TAP ROOM","300 W MT PLEASANT AVE, PHILADELPHIA PA 19119-2903","7038 LINCOLN DR, PHILADELPHIA PA 19119","WEINSTEIN PROPERTIES LLC","ROBERT S PELSZYNSKI","Philadelphia County","Philadelphia City","Jul 24,2025","Oct 31,2026",-75.1941876,40.0539202
"124",65347,"R11426","Restaurant (Liquor)","Active","THE ARTS BAR LLC","THE ARTS BAR LLC","1200 CALLOWHILL ST, PHILADELPHIA PA 19123-3604","1200 CALLOWHILL ST, PHILADELPHIA PA 19123-3604",NA,"LINDZEY SCOTT","Philadelphia County","Philadelphia City","Apr 10,2026","Oct 31,2026",-75.158835,39.9588669
"125",52424,"R7859","Restaurant (Liquor)","Active","REAL ENTERTAINMENT-PHILADELPHIA, INC.","WORLD CAFE LIVE","3025 WALNUT ST, PHILADELPHIA PA 19104-3402","3025 WALNUT ST, PHILADELPHIA PA 19104-3402",NA,"KERRI D PARK","Philadelphia County","Philadelphia City","Apr 24,2026","Oct 31,2026",-75.1851851,39.9520743
"126",107666,"R12786","Restaurant (Liquor)","Active","WILLIAMS-WIGGINS LLC","A KING'S CAFE 218","218 W CHELTEN AVE, PHILADELPHIA PA 19144-3803","218 W CHELTEN AVE, PHILADELPHIA PA 19144-3803","GERMANTOWN REALTY INVESTMENT GROUP, LP","SALIM A WIGGINS","Philadelphia County","Philadelphia City","Aug 19,2026","Oct 31,2026",-75.1794205,40.0310783
"127",54377,"R13715","Restaurant (Liquor)","Active","LAGE & LAGE, INC.","LAGE & LAGE, INC.","901-907 E CAYUGA ST, PHILADELPHIA PA 19124-3817","901-907 E CAYUGA ST, PHILADELPHIA PA 19124-3817","JOSE LAGE","JOSE LAGE","Philadelphia County","Philadelphia City","Aug 21,2025","Oct 31,2026",-75.1090421,40.0150652
"128",40560,"R11949","Restaurant (Liquor)","Active","THREE I'S, INC.","CHESTNUT GRILL","8229 GERMANTOWN AVE, PHILADELPHIA PA 19118-3402","8229 GERMANTOWN AVE, PHILADELPHIA PA 19118-3402",NA,"SUSANNE SIMON","Philadelphia County","Philadelphia City","Jul 24,2025","Oct 31,2026",-75.2031731,40.0739658
"129",109884,"R3184","Restaurant (Liquor)","Active","M & S RESTAURANT ENTERPRISES LLC","M & S RESTAURANT ENTERPRISES LLC","767 S 9TH ST, PHILADELPHIA PA 19147-2838","767 S 9TH ST, PHILADELPHIA PA 19147-2838","767 SOUTH 9TH STREET ASSOCIATES LLC","JORGE B MARTINEZ","Philadelphia County","Philadelphia City","Apr 20,2026","Oct 31,2026",-75.1574449,39.9398153
"130",127156,"R4511","Restaurant (Liquor)","Active","2351 ANTHONY INC","2351 ANTHONY INC","2351 S FRONT ST, PHILADELPHIA PA 19148-4101","2351 S FRONT ST, PHILADELPHIA PA 19148-4101",NA,"JOSEPH J DOUGHERTY","Philadelphia County","Philadelphia City","Jul 31,2026","Oct 31,2026",-75.1489524,39.91798
"131",68332,"R2766","Restaurant (Liquor)","Active","BOCK6 LLC","BOCK6 LLC","3608 RHAWN ST, PHILADELPHIA PA 19136-2604","3608 RHAWN ST, PHILADELPHIA PA 19136-2604","3608 RHAWN ST LLC","LUIGI A BOCCUTI","Philadelphia County","Philadelphia City","Aug 6,2025","Oct 31,2026",-75.0289189,40.0419052
"132",64292,"R8724","Restaurant (Liquor)","Active","TAI & DELAN, INC","TAI & DELAN, INC","2349-51 N 26TH ST, PHILADELPHIA PA 19132-4611","2349-51 N 26TH ST, PHILADELPHIA PA 19132-4611",NA,"STEVEN SOK","Philadelphia County","Philadelphia City","Jun 3,2026","Oct 31,2026",-75.174786,39.9917299
"133",69297,"R13495","Restaurant (Liquor)","Active","B.A.R. MIDTOWN INC.","GREEN EGGS CAFE","1301 LOCUST ST 212 S 13TH ST, PHILADELPHIA PA 19107-5405","1301 LOCUST ST 212 S 13TH ST, PHILADELPHIA PA 19107-5405",NA,"WILLIAM VICTOR BONFORTE","Philadelphia County","Philadelphia City","Oct 2,2025","Oct 31,2026",-75.1624559,39.9481547
"134",133050,"R11425","Restaurant (Liquor)","Active","6100 VINE ESTATE LLC","6100 VINE ESTATE LLC","6100-02 VINE ST, PHILADELPHIA PA 19139","6100-02 VINE ST, PHILADELPHIA PA 19139","KHORN SAO","YAOFENG YUE","Philadelphia County","Philadelphia City","Jul 7,2026","Oct 31,2026",-75.2419583,39.9666648
"135",95350,"R2970","Restaurant (Liquor)","Active","MORGAN ASSOCIATES LLC","MORGAN ASSOCIATES LLC","611 S 3RD ST, PHILADELPHIA PA 19147-2301","108 W 13TH ST  STE 105, WILMINGTON DE 19801","CHAMPO LLC","GREG B RAND","Philadelphia County","Philadelphia City","Sep 17,2025","Oct 31,2026",-75.1474712,39.9410494
"136",72489,"R8978","Restaurant (Liquor)","Active","SAM 2 ENTERPRISE INC","SAM 2 ENTERPRISE INC","2200 ARCH ST UNIT 103, PHILADELPHIA PA 19103","7053 TERMINAL SQ, UPPER DARBY PA 19082-2217","2200 ARCH INC","U SIK CHONG","Philadelphia County","Philadelphia City","Aug 22,2025","Oct 31,2026",-75.1768848,39.9557979
"137",129649,"R7659","Restaurant (Liquor)","Active","NAN ZHOU HAND DRAWN NOODLE HOUSE INC","NAN ZHOU HAND DRAWN NOODLE HOUSE INC","1022 RACE ST, PHILADELPHIA PA 19107","927 RACE ST, PHILADELPHIA PA 19107","NAN ZHOU HAND DRAWN NOODLE HOUSE INC","ZENG F ZHANG","Philadelphia County","Philadelphia City","Jul 15,2025","Oct 31,2026",-75.1568555,39.9552044
"138",89878,"R3053","Restaurant (Liquor)","Active","KING LOUIE LLC","OZZIE CORNER TAVERN","2678 LEFEVRE ST, PHILADELPHIA PA 19137-2044","2678 LEFEVRE ST, PHILADELPHIA PA 19137-2044",NA,"LOUIS M BOCCHICCHIO","Philadelphia County","Philadelphia City","Oct 30,2025","Oct 31,2026",-75.0723538,40.0000559
"139",65222,"R233","Restaurant (Liquor)","Active","FORTUNE DELI INC","FORTUNE DELI INC","6165 WOODLAND AVE, PHILADELPHIA PA 19142-2418","6165 WOODLAND AVE, PHILADELPHIA PA 19142-2418",NA,"YONG CHEN","Philadelphia County","Philadelphia City","Mar 11,2026","Oct 31,2026",-75.231037,39.9282066
"140",66287,"R9521","Restaurant (Liquor)","Active","900 ANASTASIA LLC","900 ANASTASIA LLC","900 PRATT ST, PHILADELPHIA PA 19124-1738","900 PRATT ST, PHILADELPHIA PA 19124-1738","MANUEAL SANTOS","CHHIV UNG","Philadelphia County","Philadelphia City","Jul 14,2025","Oct 31,2026",-75.0929728,40.0306912
"141",65044,"R918","Restaurant (Liquor)","Active","1630 UN INC","1630 UN INC","1630C W LEHIGH AVE, PHILADELPHIA PA 19132-2233","1630C W LEHIGH AVE, PHILADELPHIA PA 19132-2233","NICKY UN","KANIN UN","Philadelphia County","Philadelphia City","Jun 29,2026","Oct 31,2026",-75.159144,39.9943343
"142",84634,"R8197","Restaurant (Liquor)","Active","2 STREET TAVERN LLC","2 STREET TAVERN LLC","1843 S 2ND ST, PHILADELPHIA PA 19148-1946","1843 S 2ND ST, PHILADELPHIA PA 19148-1946","1843 A & B LLC","JOSEPH H LAMPLUGH 3RD","Philadelphia County","Philadelphia City","Mar 26,2026","Oct 31,2026",-75.1499279,39.9243895
